,configuration,migration_mechanism,thread_cnt,page_cnt,rpdaa,nt,bandwidth(MBps)
1385,pmem to dram,exchange THP,4,64,False,True,2941.6568961524613
1386,pmem to dram,exchange THP,4,64,True,False,1029.7177243168785
1387,pmem to dram,exchange THP,4,64,False,False,1039.2456809298621
1388,pmem to pmem,exchange THP,4,64,True,True,220.821552418691
1389,pmem to pmem,exchange THP,4,64,False,True,274.12820640577877
1390,pmem to pmem,exchange THP,4,64,True,False,274.0675385149039
1391,pmem to pmem,exchange THP,4,64,False,False,296.70245152669884
1392,dram to dram,exchange THP,4,128,True,True,12443.779696004782
1393,dram to dram,exchange THP,4,128,False,True,12606.030069862765
1394,dram to dram,exchange THP,4,128,True,False,22466.78251101399
1395,dram to dram,exchange THP,4,128,False,False,22944.983835303705
1396,dram to pmem,exchange THP,4,128,True,True,2645.693660494782
1397,dram to pmem,exchange THP,4,128,False,True,237.11995096789195
1398,dram to pmem,exchange THP,4,128,True,False,982.6277988010547
1399,dram to pmem,exchange THP,4,128,False,False,277.2046706565796
1400,pmem to dram,exchange THP,4,128,True,True,2948.675836759794
1401,pmem to dram,exchange THP,4,128,False,True,2947.19269177997
1402,pmem to dram,exchange THP,4,128,True,False,1009.0357559561318
1403,pmem to dram,exchange THP,4,128,False,False,1013.9645418714773
1404,pmem to pmem,exchange THP,4,128,True,True,219.709054172832
1405,pmem to pmem,exchange THP,4,128,False,True,237.33384487553312
1406,pmem to pmem,exchange THP,4,128,True,False,268.9340204264469
1407,pmem to pmem,exchange THP,4,128,False,False,275.0083878981692
1408,dram to dram,exchange THP,4,256,True,True,13309.892844314354
1409,dram to dram,exchange THP,4,256,False,True,13204.023749840257
1410,dram to dram,exchange THP,4,256,True,False,24179.690995827823
1411,dram to dram,exchange THP,4,256,False,False,24291.84791631242
1412,dram to pmem,exchange THP,4,256,True,True,2717.420160783892
1413,dram to pmem,exchange THP,4,256,False,True,221.97166902250905
1414,dram to pmem,exchange THP,4,256,True,False,980.1617572893776
1415,dram to pmem,exchange THP,4,256,False,False,268.38037726218204
1416,pmem to dram,exchange THP,4,256,True,True,2953.3629830941654
1417,pmem to dram,exchange THP,4,256,False,True,2953.455422485231
1418,pmem to dram,exchange THP,4,256,True,False,1000.92408869841
1419,pmem to dram,exchange THP,4,256,False,False,1000.872907983487
1420,pmem to pmem,exchange THP,4,256,True,True,217.707958114075
1421,pmem to pmem,exchange THP,4,256,False,True,222.13902269303
1422,pmem to pmem,exchange THP,4,256,True,False,266.5811222840445
1423,pmem to pmem,exchange THP,4,256,False,False,266.3135417484632
1424,dram to dram,exchange THP,4,512,True,True,13639.08703414443
1425,dram to dram,exchange THP,4,512,False,True,13537.711028589361
1426,dram to dram,exchange THP,4,512,True,False,24749.99495936382
1427,dram to dram,exchange THP,4,512,False,False,24722.885486189847
1428,dram to pmem,exchange THP,4,512,True,True,2805.525830855646
1429,dram to pmem,exchange THP,4,512,False,True,215.53796467125883
1430,dram to pmem,exchange THP,4,512,True,False,984.133744923835
1431,dram to pmem,exchange THP,4,512,False,False,266.1217517413236
1432,pmem to dram,exchange THP,4,512,True,True,2951.9807966130857
1433,pmem to dram,exchange THP,4,512,False,True,2957.174574391364
1434,pmem to dram,exchange THP,4,512,True,False,999.0153159684914
1435,pmem to dram,exchange THP,4,512,False,False,999.0853943980844
1436,pmem to pmem,exchange THP,4,512,True,True,217.83265424044856
1437,pmem to pmem,exchange THP,4,512,False,True,217.29805627329628
1438,pmem to pmem,exchange THP,4,512,True,False,266.0851074456683
1439,pmem to pmem,exchange THP,4,512,False,False,264.4444033643722
